iter	Logloss
202	0.2748988469
203	0.2745682398
204	0.2741376091
205	0.2737441717
206	0.2733110914
207	0.2725182889
208	0.2720132903
209	0.2716902939
210	0.2713885401
211	0.2710325578
212	0.2705085231
213	0.2699413487
214	0.2694304971
215	0.2686753367
216	0.2682848538
217	0.2676921358
218	0.2669266532
219	0.2665218278
220	0.2660238977
221	0.2657095965
222	0.2654043459
223	0.2650560117
224	0.2646674362
225	0.2643218134
226	0.2639459909
227	0.2635472429
228	0.2630007875
229	0.2627221837
230	0.2623354594
231	0.2619440415
232	0.2616406048
233	0.2611240312
234	0.2607188879
235	0.260350377
236	0.2599368189
237	0.2596002841
238	0.2592348211
239	0.258870798
240	0.2585316452
241	0.2581522698
242	0.2579143936
243	0.2575053608
244	0.2572212219
245	0.2567169339
246	0.2562824698
247	0.2559401568
248	0.255510405
249	0.2550449745
250	0.2547807132
251	0.2544914133
252	0.2541386099
253	0.2538688136
254	0.2536141265
255	0.2531322965
256	0.2527919096
257	0.2522746441
258	0.2517360238
259	0.2513433344
260	0.2509345634
261	0.2504022449
262	0.2499448739
263	0.2496926177
264	0.2493857215
265	0.2490778904
266	0.2484782724
267	0.2482450336
268	0.2477631662
269	0.2475275152
270	0.2470696019
271	0.2467636221
272	0.2465195001
273	0.2461263619
274	0.2457401425
275	0.2454746845
276	0.2451618045
277	0.2448443618
278	0.2445570815
279	0.2442731296
280	0.2439686083
281	0.2437600155
282	0.2435058893
283	0.2431733748
284	0.242950159
285	0.2426781935
286	0.2422689176
287	0.2418785469
288	0.2416155198
289	0.2413859648
290	0.2410619399
291	0.2407686196
292	0.2403742846
293	0.2400719512
294	0.2397668502
295	0.2395344902
296	0.2391464383
297	0.2388350356
298	0.2384590822
299	0.2382253198
300	0.2380040861
301	0.2376085543
302	0.237212499
303	0.2368023442
304	0.2363285738
305	0.2361233281
306	0.2357689727
307	0.2355570887
308	0.2353859322
309	0.2350139244
310	0.2347276725
311	0.2343664356
312	0.2340202706
313	0.2338173436
314	0.2335706973
315	0.2332564335
316	0.2327717239
317	0.232506565
318	0.2321477217
319	0.2317485435
320	0.2314859465
321	0.231161772
322	0.2308975108
323	0.2305954391
324	0.2304437862
325	0.2301388722
326	0.2298908234
327	0.2297500162
328	0.2294811174
329	0.2290024477
330	0.2287760155
331	0.2284403034
332	0.2281929839
333	0.2279169045
334	0.2277219062
335	0.2274341583
336	0.2271089741
337	0.2268439087
338	0.2265215855
339	0.2263593113
340	0.226163191
341	0.2259074566
342	0.2256584167
343	0.2254311992
344	0.22516015
345	0.2248644361
346	0.2246464561
347	0.224456918
348	0.2241820354
349	0.2240003324
350	0.2236887988
351	0.2234364865
352	0.2230454239
353	0.2227485133
354	0.2225325715
355	0.2223641452
356	0.221998757
357	0.2215082131
358	0.2211051268
359	0.2208212871
360	0.2204694561
361	0.2202908198
362	0.2200518963
363	0.2198361415
364	0.2196622362
365	0.2192969229
366	0.2191498326
367	0.2187134612
368	0.2182600732
369	0.2180773043
370	0.2178445517
371	0.2176070494
372	0.2173048281
373	0.2171305862
374	0.2169288186
375	0.2166366764
376	0.2164740469
377	0.2161136702
378	0.2158902486
379	0.2156334858
380	0.2154605342
381	0.2151654935
382	0.214887806
383	0.2146385791
384	0.2143645567
385	0.2139896692
386	0.2137501287
387	0.2134370991
388	0.2131591311
389	0.2130157807
390	0.2127347273
391	0.2124383777
392	0.2121124268
393	0.2119046193
394	0.2116580477
395	0.2112966425
396	0.2110181696
397	0.2106409634
398	0.2101024179
399	0.2098345476
400	0.2095971014
401	0.2093912386
402	0.2090970956
403	0.2088719162
404	0.20860902
405	0.2083029654
406	0.2081430473
407	0.2079035815
408	0.2075678133
409	0.2073406145
410	0.2071683173
411	0.2068466486
412	0.2064715367
413	0.2061055314
414	0.2059152267
415	0.2056767333
416	0.205422177
417	0.2052883447
418	0.2049649182
419	0.2047950146
420	0.2044892031
421	0.20423762
422	0.2039225522
423	0.203663826
424	0.2033468882
425	0.2031528249
426	0.2029617721
427	0.2026837293
428	0.2020412894
429	0.201778281
430	0.2015204149
431	0.2011773353
432	0.2010174733
433	0.2007181691
434	0.2002800586
435	0.1999927596
436	0.1996302885
437	0.1993684208
438	0.1992169922
439	0.1990414788
440	0.1988876567
441	0.1985895867
442	0.1983865476
443	0.19799829
444	0.1974183625
445	0.1972530963
446	0.1970743479
447	0.1968113768
448	0.1965106515
449	0.1962821998
450	0.1960174336
451	0.1958907445
452	0.1956540089
453	0.1954322516
454	0.1952089422
455	0.1950744928
456	0.1947753196
457	0.1945947759
458	0.1942136054
459	0.1939703623
460	0.1937463237
461	0.1935680988
462	0.1932009529
463	0.1926605935
464	0.1921790254
465	0.1919683569
466	0.1917892718
467	0.1915790707
468	0.1914356456
469	0.1912086524
470	0.1909332275
471	0.1907399121
472	0.1902083229
473	0.1899911656
474	0.1898496291
475	0.1896113975
476	0.1892719643
477	0.1890987695
478	0.1887608696
479	0.1884975433
480	0.1879612418
481	0.1878286249
482	0.1875663645
483	0.1872204238
484	0.1870081658
485	0.1866714253
486	0.1864416459
487	0.1862239838
488	0.1860725552
489	0.1857782065
490	0.1855542426
491	0.1853380764
492	0.1850677191
493	0.1847783631
494	0.1845983991
495	0.1844736361
496	0.1842383029
497	0.1839507047
498	0.1837317336
499	0.1835725822
500	0.1833431954
501	0.1832030614
502	0.1829187543
503	0.1827723559
504	0.1823540856
505	0.1821494009
506	0.1818938162
507	0.1816572302
508	0.1815282784
509	0.181294703
510	0.1811569064
511	0.180949342
512	0.1806559469
513	0.1801808301
514	0.1800040264
515	0.1797094532
516	0.1793172874
517	0.1790677052
518	0.1788689482
519	0.1786740621
520	0.1783485413
521	0.1781199212
522	0.1780187569
523	0.177895733
524	0.177658212
525	0.1774743772
526	0.1772460003
527	0.1771288479
528	0.1768266827
529	0.1765529034
530	0.1763324738
531	0.1760023341
532	0.1757792305
533	0.1755221498
534	0.1752791311
535	0.1751022339
536	0.1748342514
537	0.174620778
538	0.1744903864
539	0.174316051
540	0.1741600598
541	0.1736756867
542	0.1734653922
543	0.1732036179
544	0.1730391932
545	0.1725933973
546	0.1721192528
547	0.1718965605
548	0.171733557
549	0.171502693
550	0.171254345
551	0.171043022
552	0.1708285949
553	0.1704949398
554	0.1702933405
555	0.16995243
556	0.1697062885
557	0.1693880044
558	0.1692523956
559	0.1690262065
560	0.1688626794
561	0.1686616224
562	0.1685019661
563	0.1683821959
564	0.1681815316
565	0.1680690728
566	0.1678385267
567	0.167647904
568	0.1675338558
569	0.1671442892
570	0.1669612585
571	0.1668100918
572	0.1666043973
573	0.1663905873
574	0.1661587135
575	0.1660027223
576	0.1658481149
577	0.1657174802
578	0.1653995888
579	0.1652014115
580	0.1649633295
581	0.1647948845
582	0.1646364249
583	0.1644650628
584	0.1642753377
585	0.1641060885
586	0.1639291726
587	0.1637097527
588	0.1635319766
589	0.1634190129
590	0.1632430133
591	0.1630808886
592	0.1629270105
593	0.1628003214
594	0.1626981847
595	0.1625984977
596	0.1624795876
597	0.1623403699
598	0.1621680166
599	0.161906392
600	0.1617365818
601	0.1615366842
602	0.1613241083
603	0.1611982981
604	0.1610297596
605	0.1607108771
606	0.1604962442
607	0.1603907417
608	0.1602047939
609	0.1599995108
610	0.1599166721
611	0.1596181907
612	0.1594363568
613	0.159283825
614	0.1591855591
615	0.1587294597
616	0.1585815467
617	0.1584046682
618	0.1582440395
619	0.1581744587
620	0.1577678568
621	0.1576040118
622	0.1572243934
623	0.1571555792
624	0.1569218542
625	0.1567493327
626	0.1565141678
627	0.1564526651
628	0.1562393787
629	0.1560718312
630	0.1559532203
631	0.1558557211
632	0.1556987575
633	0.1556341134
634	0.1552843393
635	0.1550880694
636	0.1548496882
637	0.1546639368
638	0.1545246162
639	0.1543963376
640	0.1542509584
641	0.1539971969
642	0.1538106974
643	0.1536655987
644	0.1532261418
645	0.1530098915
646	0.1529112797
647	0.1527742872
648	0.1525050706
649	0.1521834112
650	0.1520092721
651	0.1517994264
652	0.1516533085
653	0.1514233701
654	0.1512982051
655	0.1512152728
656	0.1511332848
657	0.1510583092
658	0.1508794485
659	0.1507200353
660	0.1505994984
661	0.1503881754
662	0.1502019097
663	0.1500786239
664	0.1498775482
665	0.1497055129
666	0.1496447582
667	0.1495058583
668	0.1493891548
669	0.1488058801
670	0.1486813601
671	0.1486102179
672	0.1484445871
673	0.1483598971
674	0.1482338531
675	0.1481037794
676	0.1476995805
677	0.1471084894
678	0.1469143325
679	0.1464013212
680	0.1462774744
681	0.1459040174
682	0.1458114923
683	0.1457165176
684	0.145506036
685	0.1453597405
686	0.1452351551
687	0.1448877839
688	0.1446720946
689	0.1445973901
690	0.1442799475
691	0.1441364569
692	0.1439560628
693	0.1436316546
694	0.1435474882
695	0.1433913007
696	0.14327283
697	0.1431543313
698	0.1429981531
699	0.1429163521
700	0.1426579064
701	0.1425841182
702	0.1424729029
703	0.1421745338
704	0.1420304354
705	0.1418513784
706	0.1417813862
707	0.1415236417
708	0.1413698851
709	0.1412434484
710	0.1410930484
711	0.1409434431
712	0.1407508757
713	0.1405090631
714	0.1403999048
715	0.1402445961
716	0.140033217
717	0.1399121845
718	0.1397156435
719	0.1395817925
720	0.1394262407
721	0.1392940914
722	0.1392191812
723	0.1391308915
724	0.1390238743
725	0.1388639749
726	0.1387419233
727	0.138669042
728	0.1383974318
729	0.1383307588
730	0.1382289026
731	0.1381446801
732	0.1380674138
733	0.1379388454
734	0.1377222959
735	0.1375209023
736	0.1372964335
737	0.1372351459
738	0.1370697956
739	0.1368316576
740	0.1366768444
741	0.1366117328
742	0.1365424885
743	0.1364177629
744	0.1363553066
745	0.1361334184
746	0.1359788764
747	0.135801521
748	0.1354629199
749	0.1353811189
750	0.1353060124
751	0.1351544249
752	0.1349967695
753	0.1348614693
754	0.1347056744
755	0.1345244015
756	0.1344377574
757	0.1343881476
758	0.134279569
759	0.1339075238
760	0.1338055929
761	0.1337036993
762	0.1336143905
763	0.1335066627
764	0.1334053021
765	0.1332859712
766	0.1331548784
767	0.1330142208
768	0.1329397314
769	0.1328186147
770	0.1326336393
771	0.1325118308
772	0.132295487
773	0.1321261163
774	0.1320557314
775	0.1319854119
776	0.1318234556
777	0.1316672587
778	0.1316079439
779	0.1314710729
780	0.1313293775
781	0.1310868731
782	0.1308554107
783	0.1307703841
784	0.1306273703
785	0.1305061228
786	0.1303821358
787	0.1302545678
788	0.1301224091
789	0.1300540718
790	0.1299983006
791	0.1298953131
792	0.1296813628
793	0.1295522989
794	0.12949405
795	0.1293762712
796	0.1292067135
797	0.1291442478
798	0.1290377449
799	0.128963003
800	0.1288596509
801	0.128768201
802	0.1286569203
803	0.1285215359
804	0.1283905553
805	0.1282618841
806	0.1281280611
807	0.1280744964
808	0.127974024
809	0.127873215
810	0.1277870197
811	0.1277410563
812	0.1276435665
813	0.1275426079
814	0.1273966864
815	0.1273167835
816	0.1271901598
817	0.1271155301
818	0.1269899724
819	0.1268536624
820	0.126756238
821	0.1266553542
822	0.1266092974
823	0.1265014293
824	0.1263030183
825	0.1262105867
826	0.1260745853
827	0.1259835842
828	0.1258721819
829	0.1257827703
830	0.1256172704
831	0.1255366007
832	0.125467637
833	0.1253718956
834	0.1252453935
835	0.1250991821
836	0.1249084286
837	0.1247087927
838	0.1246066561
839	0.1245008637
840	0.1244043462
841	0.1243105122
842	0.1241907138
843	0.1241255741
844	0.1240546283
845	0.1239606633
846	0.1235551928
847	0.1234817692
848	0.1233783049
849	0.1232839098
850	0.1231755275
851	0.1229918517
852	0.1226673968
853	0.1225737964
854	0.1222703036
855	0.122111227
856	0.1220200483
857	0.1219632392
858	0.1218989877
859	0.1218155693
860	0.1217743275
861	0.1217147135
862	0.1216349882
863	0.1215686798
864	0.1214348756
865	0.1213442859
866	0.121157534
867	0.1210742651
868	0.1209520639
869	0.1208523208
870	0.1206584538
871	0.1205713235
872	0.1204201193
873	0.1202769373
874	0.120185048
875	0.1201042661
876	0.1200456619
877	0.1199259664
878	0.1198195476
879	0.1197329783
880	0.1196605645
881	0.1195324823
882	0.1194041383
883	0.1191960316
884	0.1190842741
885	0.118844612
886	0.1187927022
887	0.1187239628
888	0.1186618057
889	0.1186129065
890	0.1185818373
891	0.1183583877
892	0.1183287677
893	0.1179718784
894	0.1178825229
895	0.1176775951
896	0.117421973
897	0.1173029694
898	0.1171959148
899	0.1170649248
900	0.1169529896
901	0.1168689354
902	0.1167782428
903	0.1167282965
904	0.1166251126
905	0.116533803
906	0.1165055107
907	0.1164407543
908	0.1163218255
909	0.116207637
910	0.1160723555
911	0.1159971462
912	0.1159255645
913	0.1157627854
914	0.1156846028
915	0.1155950322
916	0.1155168776
917	0.1154157788
918	0.1152802729
919	0.1151296017
920	0.1150194056
921	0.1149419523
922	0.1148799634
923	0.1148251926
924	0.1147711698
925	0.1145980966
926	0.1145346211
927	0.1144305771
928	0.1143730668
929	0.1142720148
930	0.1141931122
931	0.114083982
932	0.1140001428
933	0.1138860665
934	0.1137695219
935	0.1134491621
936	0.1134039374
937	0.1132894684
938	0.1132348378
939	0.1130671408
940	0.1129138236
941	0.1127127666
942	0.1126414093
943	0.1125761855
944	0.1125255473
945	0.1124448496
946	0.112404655
947	0.1123001155
948	0.1121829538
949	0.1118867912
950	0.1118108151
951	0.1116886326
952	0.1116092813
953	0.1114644443
954	0.1112338982
955	0.111149657
956	0.1110834795
957	0.1109839421
958	0.1109134824
959	0.1108714646
960	0.1106448548
961	0.1105791821
962	0.1105067964
963	0.1103009149
964	0.1101079361
965	0.1100616642
966	0.1098339417
967	0.1097065327
968	0.1095972248
969	0.1095139934
970	0.1094744813
971	0.1094035541
972	0.1093780667
973	0.1093436129
974	0.1091773463
975	0.1090839049
976	0.1090262731
977	0.1088463839
978	0.10878375
979	0.1087055113
980	0.1086254868
981	0.1084680557
982	0.1082703833
983	0.1081923877
984	0.1080752915
985	0.1079009374
986	0.1077745195
987	0.1077154197
988	0.1075490129
989	0.1073840646
990	0.1072777019
991	0.1072407517
992	0.1071693757
993	0.1070068958
994	0.1068075591
995	0.1067515635
996	0.106629942
997	0.1065694024
998	0.1064600664
999	0.106417497
